utp_id;cd_mun;nm_mun
243;3170750;3170750
243;3137106;3137106
243;3103801;3103801
243;3114303;3114303
243;3171006;3171006
634;3141405;3141405
634;3148707;3148707
634;3102704;3102704
634;3122355;3122355
634;3117009;3117009
634;3101003;3101003
257;3129608;3129608
257;3138104;3138104
257;3137304;3137304
257;3135605;3135605
257;3170800;3170800
257;3151206;3151206
257;3109402;3109402
645;3119955;3119955
645;3151503;3151503
645;3164308;3164308
645;3150505;3150505
645;3170602;3170602
645;3123403;3123403
645;3146503;3146503
262;3513900;3513900
262;3110301;3110301
262;3508702;3508702
262;3102605;3102605
262;3166907;3166907
262;3105301;3105301
262;3108404;3108404
262;3151800;3151800
262;3144102;3144102
262;3109501;3109501
262;3111002;3111002
265;3152105;3152105
265;3105707;3105707
265;3122702;3122702
265;3145851;3145851
265;3135506;3135506
265;3160108;3160108
265;3150208;3150208
265;3155009;3155009
265;3165560;3165560
265;3157401;3157401
265;3170503;3170503
265;3102506;3102506
265;3154002;3154002
265;3164001;3164001
265;3100401;3100401
265;3154903;3154903
265;3128204;3128204
265;3121704;3121704
270;3124401;3124401
270;3129202;3129202
270;3151701;3151701
270;3117801;3117801
270;3131505;3131505
270;3144409;3144409
270;3147303;3147303
270;3165800;3165800
270;3146008;3146008
270;3129905;3129905
270;3159209;3159209
270;3109105;3109105
270;3152501;3152501
270;3108305;3108305
270;3167400;3167400
270;3109709;3109709
270;3130606;3130606
270;3164407;3164407
270;3162302;3162302
270;3117900;3117900
270;3113602;3113602
270;3169802;3169802
270;3159605;3159605
270;3162005;3162005
270;3169059;3169059
702;3162104;3162104
702;3168903;3168903
702;3155504;3155504
702;3159704;3159704
702;3141207;3141207
702;3166600;3166600
669;3143450;3143450
669;3160454;3160454
669;3162708;3162708
669;3155603;3155603
669;3130655;3130655
669;3170651;3170651
669;3144656;3144656
676;3120870;3120870
676;3146255;3146255
676;3156502;3156502
676;3157005;3157005
676;3168002;3168002
676;3127073;3127073
676;3157377;3157377
676;3145372;3145372
676;3106655;3106655
676;3120300;3120300
676;3127800;3127800
676;3136579;3136579
684;3158201;3158201
684;3163508;3163508
684;3164506;3164506
684;3126950;3126950
684;3116803;3116803
684;3171907;3171907
684;3164100;3164100
684;3136553;3136553
688;3129103;3129103
688;3159803;3159803
688;5216304;5216304
688;5220405;5220405
197;3130051;3130051
197;3161106;3161106
309;3150307;3150307
309;3115201;3115201
309;3152709;3152709
309;3168804;3168804
309;3144508;3144508
309;3139102;3139102
309;3165008;3165008
309;3137403;3137403
309;3154200;3154200
309;3162500;3162500
309;3157336;3157336
309;3156106;3156106
309;3119708;3119708
44;3121308;3121308
44;3156205;3156205
44;3104403;3104403
44;3140209;3140209
44;3106903;3106903
44;3165602;3165602
44;3139805;3139805
44;3128501;3128501
44;3149507;3149507
44;3162906;3162906
313;3167806;3167806
313;3145505;3145505
313;3120508;3120508
313;3135902;3135902
313;3122801;3122801
313;3137809;3137809
313;3163706;3163706
313;3114105;3114105
721;3166501;3166501
721;3160207;3160207
721;3156007;3156007
721;3102407;3102407
721;3167103;3167103
721;3153301;3153301
323;3105004;3105004
323;3109600;3109600
323;3131000;3131000
323;3127206;3127206
323;3153608;3153608
323;3167202;3167202
323;3126406;3126406
335;3132701;3132701
335;3146206;3146206
335;3104700;3104700
335;3126802;3126802
335;3163300;3163300
335;3168606;3168606
335;3139201;3139201
335;3145356;3145356
335;3144904;3144904
335;3150000;3150000
335;3110806;3110806
335;3126752;3126752
335;3152402;3152402
335;3137007;3137007
738;3161700;3161700
738;3169356;3169356
349;3104601;3104601
349;3128808;3128808
349;3141603;3141603
349;3167905;3167905
349;3164431;3164431
349;3129004;3129004
349;3155801;3155801
349;3172004;3172004
349;3156304;3156304
349;3167301;3167301
349;3169901;3169901
349;3108701;3108701
349;3128402;3128402
349;3151305;3151305
349;3165701;3165701
349;3121902;3121902
349;3123304;3123304
349;3115300;3115300
349;3122900;3122900
349;3132602;3132602
349;3169000;3169000
351;3118205;3118205
351;3170107;3170107
351;3111408;3111408
351;3121258;3121258
351;3156908;3156908
351;3117306;3117306
351;3100708;3100708
351;3171105;3171105
352;3145000;3145000
352;3130705;3130705
352;3170206;3170206
370;3120151;3120151
370;3138906;3138906
370;3100906;3100906
370;3157658;3157658
370;3127057;3127057
370;3106606;3106606
370;3148509;3148509
370;3170305;3170305
744;3170404;3170404
744;3109451;3109451
358;3111606;3111606
358;3165206;3165206
358;3114709;3114709
358;3158300;3158300
358;3101607;3101607
358;3113909;3113909
358;3139003;3139003
358;3122405;3122405
358;3110905;3110905
358;3169307;3169307
358;3170701;3170701
358;3169406;3169406
358;3119005;3119005
358;3110707;3110707
358;3160801;3160801
358;3123601;3123601
358;3147204;3147204
358;3142601;3142601
358;3107109;3107109
358;3118700;3118700
358;3125200;3125200
361;3148806;3148806
361;3153103;3153103
361;3161502;3161502
361;3163805;3163805
361;3103702;3103702
361;3124005;3124005
361;3171303;3171303
361;3150802;3150802
361;3111705;3111705
361;3152303;3152303
361;3168507;3168507
361;3148301;3148301
361;3116704;3116704
361;3110202;3110202
58;3200409;3200409
58;3202801;3202801
58;3200201;3200201
58;3205036;3205036
58;3205069;3205069
58;3203346;3203346
58;3203320;3203320
58;3200300;3200300
58;3203403;3203403
58;3202603;3202603
58;3203106;3203106
58;3204401;3204401
58;3201407;3201407
58;3200102;3200102
58;3201902;3201902
58;3203700;3203700
58;3201159;3201159
58;3204203;3204203
58;3200706;3200706
58;3201209;3201209
58;3203809;3203809
58;3201704;3201704
58;3204302;3204302
92;3202256;3202256
92;3204005;3204005
92;3204955;3204955
92;3201506;3201506
92;3203304;3203304
92;3168051;3168051
92;3203353;3203353
92;3204609;3204609
92;3202900;3202900
92;3204658;3204658
92;3127370;3127370
92;3200359;3200359
92;3120839;3120839
92;3200805;3200805
92;3203130;3203130
92;3101102;3101102
92;3203163;3203163
92;3154309;3154309
92;3202702;3202702
92;3134103;3134103
92;3200136;3200136
92;3204500;3204500
92;3204559;3204559
92;3159506;3159506
92;3151909;3151909
198;3205010;3205010
198;3205176;3205176
198;3204708;3204708
198;3204351;3204351
198;3203205;3203205
198;3200607;3200607
198;3202504;3202504
266;3203502;3203502
266;3203601;3203601
266;3201001;3201001
266;3202108;3202108
266;3204104;3204104
266;3204252;3204252
315;3144672;3144672
315;3204054;3204054
315;3204906;3204906
315;3201605;3201605
315;3205150;3205150
315;3203056;3203056
315;3203908;3203908
315;3200904;3200904
315;3200169;3200169
315;3139607;3139607
363;3202207;3202207
363;3205309;3205309
363;3205002;3205002
363;3205101;3205101
363;3201308;3201308
363;3205200;3205200
767;3302601;3302601
767;3300100;3300100
28;3305505;3305505
28;3305604;3305604
28;3301876;3301876
28;3300209;3300209
95;3301603;3301603
95;3302452;3302452
95;3301108;3301108
95;3305307;3305307
95;3305901;3305901
95;3304607;3304607
95;3300506;3300506
95;3301504;3301504
56;3300258;3300258
56;3305208;3305208
56;3300704;3300704
56;3300233;3300233
68;3304805;3304805
68;3301157;3301157
68;3305000;3305000
68;3302056;3302056
68;3301009;3301009
68;3304755;3304755
163;3300902;3300902
163;3300159;3300159
163;3302106;3302106
49;3204807;3204807
49;3201803;3201803
49;3200508;3200508
49;3202306;3202306
49;3202009;3202009
49;3103108;3103108
49;3300605;3300605
49;3302205;3302205
49;3201100;3201100
49;3305133;3305133
49;3202553;3202553
201;3304151;3304151
201;3301306;3301306
201;3302403;3302403
201;3300936;3300936
201;3301405;3301405
201;3304524;3304524
245;3303856;3303856
245;3302908;3302908
280;3304110;3304110
280;3304128;3304128
280;3304201;3304201
280;3107208;3107208
280;3302254;3302254
280;3147808;3147808
284;3305752;3305752
284;3302700;3302700
284;3304144;3304144
284;3300803;3300803
284;3305554;3305554
284;3302502;3302502
284;3301900;3301900
284;3303500;3303500
284;3302270;3302270
284;3304904;3304904
284;3303609;3303609
284;3304557;3304557
284;3303203;3303203
284;3301702;3301702
284;3300456;3300456
284;3302858;3302858
284;3303302;3303302
284;3302007;3302007
284;3305109;3305109
284;3301850;3301850
284;3304300;3304300
284;3303906;3303906
300;3146701;3146701
300;3304706;3304706
300;3151107;3151107
300;3303005;3303005
337;3305802;3305802
337;3305158;3305158
345;3303708;3303708
345;3300951;3300951
345;3306008;3306008
345;3116209;3116209
345;3158607;3158607
345;3300225;3300225
356;3306107;3306107
356;3159308;3159308
356;3304508;3304508
356;3155900;3155900
356;3157278;3157278
215;3306206;3306206
215;3302809;3302809
215;3301801;3301801
364;3303955;3303955
364;3304409;3304409
364;3300308;3300308
364;3304003;3304003
364;3300407;3300407
364;3306305;3306305
3;3545100;3545100
3;3534609;3534609
3;3527405;3527405
3;3544707;3544707
3;3521606;3521606
3;3540853;3540853
3;3520806;3520806
3;3516002;3516002
3;3536000;3536000
3;3500105;3500105
3;3528908;3528908
3;3534906;3534906
5;3143401;3143401
5;3143807;3143807
5;3527009;3527009
5;3500501;3500501
5;3552106;3552106
13;3533403;3533403
13;3545803;3545803
13;3501608;3501608
14;3501905;3501905
14;3554953;3554953
14;3531209;3531209
14;3551603;3551603
4;3502705;3502705
4;3522653;3522653
4;3522158;3522158
4;3505351;3505351
4;3542800;3542800
301;3533304;3533304
301;3537701;3537701
301;3544400;3544400
301;3548054;3548054
301;3504206;3504206
301;3516507;3516507
301;3511904;3511904
301;3502804;3502804
301;3508108;3508108
301;3506409;3506409
301;3518206;3518206
25;3552700;3552700
25;3532058;3532058
25;3532900;3532900
25;3529302;3529302
25;3506706;3506706
25;3516853;3516853
25;3506805;3506805
25;3543709;3543709
25;3519600;3519600
25;3501707;3501707
25;3546900;3546900
25;3514007;3514007
25;3503208;3503208
25;3554755;3554755
25;3514304;3514304
26;3526704;3526704
26;3512209;3512209
26;3503307;3503307
31;3519055;3519055
31;3503802;3503802
31;3515152;3515152
232;3516101;3516101
232;3528809;3528809
232;3525607;3525607
232;3510005;3510005
232;3507209;3507209
232;3519907;3519907
232;3535507;3535507
232;3527900;3527900
232;3541703;3541703
232;3504008;3504008
232;3542206;3542206
232;3539707;3539707
232;3513306;3513306
232;3537156;3537156
232;3553955;3553955
36;3528007;3528007
36;3520004;3520004
36;3514106;3514106
36;3529807;3529807
36;3505302;3505302
39;3506102;3506102
39;3500907;3500907
39;3556800;3556800
39;3505500;3505500
39;3524204;3524204
39;3517901;3517901
39;3512001;3512001
39;3531506;3531506
39;3554409;3554409
39;3127008;3127008
40;3539400;3539400
40;3522000;3522000
40;3504305;3504305
40;3507456;3507456
40;3527504;3527504
40;3555505;3555505
40;3526803;3526803
40;3500709;3500709
40;3541109;3541109
40;3519105;3519105
40;3506003;3506003
40;3507308;3507308
40;3504701;3504701
40;3503406;3503406
40;3505203;3505203
40;3542503;3542503
40;3508306;3508306
40;3514502;3514502
40;3536570;3536570
40;3515194;3515194
40;3536703;3536703
40;3538907;3538907
40;3515657;3515657
45;3504404;3504404
45;3501103;3501103
45;3512506;3512506
45;3506508;3506508
45;3537305;3537305
45;3517109;3517109
45;3505104;3505104
45;3507704;3507704
45;3507753;3507753
48;3540606;3540606
48;3521002;3521002
48;3507001;3507001
50;3506904;3506904
50;3541653;3541653
50;3519253;3519253
50;3503109;3503109
50;3512308;3512308
50;3507506;3507506
50;3554201;3554201
50;3536109;3536109
50;3502309;3502309
50;3518503;3518503
50;3537503;3537503
50;3535804;3535804
50;3511409;3511409
50;3554656;3554656
50;3540507;3540507
50;3523503;3523503
50;3504503;3504503
50;3521804;3521804
51;3538204;3538204
51;3504107;3504107
51;3532405;3532405
51;3525508;3525508
51;3169109;3169109
51;3536802;3536802
51;3538600;3538600
51;3556354;3556354
51;3507100;3507100
51;3507605;3507605
51;3125101;3125101
200;3527207;3527207
200;3509957;3509957
200;3508603;3508603
200;3538501;3538501
125;3524600;3524600
125;3526100;3526100
125;3523305;3523305
125;3520301;3520301
125;3509254;3509254
125;3536208;3536208
125;3529906;3529906
125;3509908;3509908
125;3537206;3537206
125;3520426;3520426
NOVA15;3556206;3556206
NOVA15;3524709;3524709
NOVA15;3552403;3552403
NOVA15;3548005;3548005
NOVA15;3519071;3519071
NOVA15;3556701;3556701
NOVA15;3536505;3536505
NOVA15;3512803;3512803
NOVA15;3531803;3531803
NOVA15;3520509;3520509
NOVA15;3537107;3537107
NOVA15;3509502;3509502
333;3550001;3550001
333;3538006;3538006
333;3554805;3554805
333;3548609;3548609
333;3554102;3554102
333;3509700;3509700
333;3542305;3542305
333;3532306;3532306
74;3542107;3542107
74;3514908;3514908
74;3510401;3510401
82;3538105;3538105
82;3507407;3507407
82;3528858;3528858
82;3511201;3511201
82;3514957;3514957
82;3509304;3509304
82;3521903;3521903
82;3511102;3511102
82;3514924;3514924
82;3533502;3533502
82;3552601;3552601
82;3533254;3533254
87;3511508;3511508
87;3554508;3554508
87;3525854;3525854
348;3514403;3514403
348;3531605;3531605
348;3536406;3536406
348;3549300;3549300
348;3533106;3533106
348;3533205;3533205
348;3535408;3535408
348;3526001;3526001
348;3534807;3534807
348;3555109;3555109
348;3547106;3547106
108;3170438;3170438
108;3534757;3534757
108;3549201;3549201
108;3518008;3518008
108;3530003;3530003
108;3549250;3549250
108;3138625;3138625
108;3515509;3515509
108;3529609;3529609
108;3520707;3520707
108;3536901;3536901
108;3528205;3528205
108;3134400;3134400
112;3549508;3549508
112;3516200;3516200
112;3543105;3543105
112;3542701;3542701
112;3523701;3523701
112;3513207;3513207
112;3537008;3537008
112;3543600;3543600
112;3536307;3536307
114;3532868;3532868
114;3532603;3532603
114;3527256;3527256
114;3516804;3516804
114;3528304;3528304
114;3515905;3515905
114;3531001;3531001
114;3555208;3555208
114;3516903;3516903
122;3502507;3502507
122;3540754;3540754
122;3544301;3544301
122;3518404;3518404
122;3513603;3513603
122;3526308;3526308
165;3551108;3551108
165;3500758;3500758
165;3522307;3522307
165;3550209;3550209
71;3532827;3532827
71;3510203;3510203
71;3508009;3508009
71;3553856;3553856
71;3522406;3522406
71;3543006;3543006
71;3521705;3521705
71;3507159;3507159
71;3517604;3517604
71;3543253;3543253
292;3553104;3553104
292;3535101;3535101
292;3546504;3546504
292;3553708;3553708
292;3535705;3535705
292;3522703;3522703
292;3556909;3556909
292;3503703;3503703
292;3539004;3539004
292;3545605;3545605
292;3510104;3510104
292;3515608;3515608
393;4101606;4101606
393;4126306;4126306
393;4112009;4112009
393;3523206;3523206
393;4128500;4128500
168;3532009;3532009
168;3523404;3523404
170;3523909;3523909
170;3545209;3545209
124;3508207;3508207
124;3517406;3517406
124;3503000;3503000
124;3521309;3521309
124;3520103;3520103
124;3525409;3525409
124;3524105;3524105
124;3529708;3529708
124;3517703;3517703
124;3549409;3549409
123;3553203;3553203
123;3524303;3524303
123;3531308;3531308
123;3518602;3518602
123;3553658;3553658
175;3535903;3535903
175;3555802;3555802
175;3503950;3503950
175;3545704;3545704
175;3514205;3514205
175;3556958;3556958
175;3529104;3529104
175;3549003;3549003
175;3555307;3555307
175;3515202;3515202
175;3529658;3529658
175;3552304;3552304
175;3540408;3540408
175;3535200;3535200
175;3524808;3524808
175;3518909;3518909
175;3540259;3540259
175;3547650;3547650
175;3513850;3513850
180;3522901;3522901
180;3525300;3525300
NOVA16;3525904;3525904
NOVA16;3527306;3527306
NOVA16;3509601;3509601
NOVA16;3525201;3525201
NOVA16;3508405;3508405
NOVA16;3524006;3524006
NOVA16;3556503;3556503
597;3120102;3120102
597;3125507;3125507
597;3521408;3521408
597;3165909;3165909
597;3164209;3164209
597;3526902;3526902
597;3125408;3125408
597;3121605;3121605
210;3541604;3541604
210;3540002;3540002
210;3508801;3508801
210;3516705;3516705
210;3540101;3540101
210;3517208;3517208
210;3529005;3529005
210;3509809;3509809
210;3525805;3525805
210;3534500;3534500
210;3534104;3534104
210;3517307;3517307
210;3514700;3514700
210;3527801;3527801
210;3533700;3533700
210;3556602;3556602
210;3517000;3517000
210;3516606;3516606
210;3555901;3555901
210;3527108;3527108
210;3501400;3501400
210;3501509;3501509
210;3518107;3518107
210;3544608;3544608
217;3530805;3530805
217;3522604;3522604
217;3557303;3557303
217;3530706;3530706
217;3134905;3134905
225;3533007;3533007
225;3519808;3519808
225;3534203;3534203
225;3534005;3534005
225;3536604;3536604
225;3535002;3535002
707;3534302;3534302
707;3531902;3531902
707;3544905;3544905
230;3546405;3546405
230;3534708;3534708
230;3557204;3557204
230;3500550;3500550
230;3520905;3520905
230;3538808;3538808
230;3543204;3543204
230;3528601;3528601
230;3533809;3533809
230;3550506;3550506
230;3535309;3535309
230;3506300;3506300
230;3545407;3545407
230;3519501;3519501
230;3510153;3510153
256;3545159;3545159
256;3538709;3538709
256;3530904;3530904
256;3544004;3544004
256;3511706;3511706
256;3526407;3526407
258;3539202;3539202
258;3545506;3545506
258;3515301;3515301
258;3532207;3532207
258;3530201;3530201
196;3546207;3546207
196;3539301;3539301
274;3500808;3500808
274;3529203;3529203
274;3501301;3501301
274;3541406;3541406
274;3502408;3502408
274;3520608;3520608
274;3542404;3542404
274;3541208;3541208
274;3532157;3532157
274;3548302;3548302
274;3515806;3515806
274;3552908;3552908
274;3508900;3508900
274;3515129;3515129
274;3553906;3553906
275;3528700;3528700
275;3547700;3547700
275;3543238;3543238
275;3509106;3509106
275;3538303;3538303
275;3541505;3541505
663;3542602;3542602
663;3505401;3505401
663;3514809;3514809
663;3551801;3551801
663;3521200;3521200
281;3505609;3505609
281;3525102;3525102
281;3551405;3551405
281;3543402;3543402
281;3539509;3539509
281;3513108;3513108
281;3518859;3518859
281;3540903;3540903
281;3501004;3501004
281;3550902;3550902
281;3547502;3547502
281;3546256;3546256
281;3510906;3510906
281;3547601;3547601
281;3551702;3551702
281;3507803;3507803
281;3551504;3551504
281;3553302;3553302
281;3527603;3527603
281;3547908;3547908
281;3514601;3514601
281;3530508;3530508
281;3505906;3505906
281;3509403;3509403
281;3533601;3533601
281;3540200;3540200
283;3512704;3512704
283;3543907;3543907
283;3512407;3512407
283;3521101;3521101
283;3546702;3546702
283;3502002;3502002
226;4117107;4117107
226;3544251;3544251
226;4115002;4115002
226;3515350;3515350
226;4111308;4111308
294;3532843;3532843
294;3502606;3502606
294;3547403;3547403
294;3546108;3546108
294;3544509;3544509
294;3552551;3552551
294;3547205;3547205
294;3554904;3554904
294;3520442;3520442
294;3546603;3546603
34;3518701;3518701
34;3548500;3548500
34;3531100;3531100
34;3513504;3513504
34;3522109;3522109
34;3541000;3541000
34;3506359;3506359
34;3551009;3551009
34;3537602;3537602
305;3542909;3542909
305;3519303;3519303
305;3513702;3513702
305;3548906;3548906
305;3540705;3540705
305;3523602;3523602
308;3510807;3510807
308;3101409;3101409
308;3500303;3500303
308;3500402;3500402
308;3549102;3549102
308;3523800;3523800
308;3515186;3515186
308;3546306;3546306
308;3548104;3548104
524;3104106;3104106
524;3128303;3128303
524;3102001;3102001
524;3550803;3550803
524;3143203;3143203
524;3136900;3136900
524;3128709;3128709
524;3553609;3553609
524;3143005;3143005
524;3163904;3163904
524;3104304;3104304
524;3145109;3145109
524;3549706;3549706
524;3556404;3556404
524;3117108;3117108
311;3532801;3532801
311;3530300;3530300
311;3540804;3540804
311;3551900;3551900
311;3517505;3517505
311;3533908;3533908
311;3525706;3525706
311;3511300;3511300
311;3556008;3556008
311;3531407;3531407
311;3555604;3555604
311;3532702;3532702
311;3549805;3549805
311;3521150;3521150
311;3555356;3555356
311;3539905;3539905
311;3557154;3557154
311;3504800;3504800
311;3532504;3532504
311;3544806;3544806
311;3530409;3530409
311;3539608;3539608
311;3519402;3519402
311;3500204;3500204
311;3528106;3528106
311;3553401;3553401
311;3504602;3504602
311;3529500;3529500
311;3524501;3524501
311;3521507;3521507
311;3555703;3555703
312;3548203;3548203
312;3524402;3524402
312;3508504;3508504
312;3549904;3549904
312;3546009;3546009
312;3535606;3535606
312;3531704;3531704
312;3524907;3524907
312;3520202;3520202
712;3503604;3503604
712;3550100;3550100
712;3541059;3541059
316;3513009;3513009
316;3543303;3543303
316;3550308;3550308
316;3515707;3515707
316;3503901;3503901
316;3505708;3505708
316;3509205;3509205
316;3547809;3547809
316;3548708;3548708
316;3518800;3518800
316;3526209;3526209
316;3548807;3548807
316;3534401;3534401
316;3528502;3528502
316;3523107;3523107
316;3552502;3552502
316;3544103;3544103
316;3509007;3509007
316;3530607;3530607
316;3513801;3513801
316;3539806;3539806
316;3510609;3510609
316;3546801;3546801
316;3549953;3549953
316;3547304;3547304
316;3518305;3518305
316;3522505;3522505
316;3539103;3539103
316;3506607;3506607
316;3552809;3552809
316;3516309;3516309
316;3515004;3515004
316;3522208;3522208
316;3529401;3529401
316;3556453;3556453
316;3515103;3515103
316;3516408;3516408
316;3545001;3545001
316;3525003;3525003
317;3500600;3500600
317;3550407;3550407
317;3547007;3547007
318;3550605;3550605
318;3519709;3519709
318;3528403;3528403
318;3502754;3502754
328;3510302;3510302
328;3537800;3537800
328;3501152;3501152
328;3557006;3557006
328;3553500;3553500
328;3552205;3552205
328;3545308;3545308
328;3537909;3537909
328;3502903;3502903
723;3522802;3522802
723;4120705;4120705
723;3512605;3512605
723;4104709;4104709
723;3515400;3515400
723;3553807;3553807
723;4124004;4124004
723;4126603;4126603
723;3551207;3551207
723;3553005;3553005
723;4112801;4112801
723;4122909;4122909
723;3543501;3543501
723;3505005;3505005
723;4125407;4125407
332;3511607;3511607
332;3554003;3554003
462;4103404;4103404
462;3554300;3554300
462;4124509;4124509
462;4105904;4105904
462;4116406;4116406
462;4112603;4112603
462;4123600;4123600
462;4110904;4110904
347;3542008;3542008
347;3519204;3519204
347;3519006;3519006
347;3543808;3543808
347;3555000;3555000
347;3505807;3505807
347;3548401;3548401
347;3541802;3541802
347;3527702;3527702
347;3503356;3503356
75;3550704;3550704
75;3555406;3555406
75;3510500;3510500
357;3532108;3532108
357;3556305;3556305
357;3506201;3506201
357;3530102;3530102
357;3517802;3517802
357;3526506;3526506
365;3540309;3540309
365;3536257;3536257
365;3544202;3544202
365;3557105;3557105
365;3510708;3510708
365;3161304;3161304
365;3501806;3501806
365;3512902;3512902
365;3556107;3556107
365;3551306;3551306
365;3501202;3501202
17;4122107;4122107
17;4103503;4103503
17;4101408;4101408
17;4114906;4114906
23;4119657;4119657
23;4101507;4101507
23;4122701;4122701
23;4122404;4122404
402;4102406;4102406
402;4100103;4100103
402;4112900;4112900
402;4123105;4123105
402;4111001;4111001
402;4121901;4121901
440;4121109;4121109
440;4113734;4113734
440;4101705;4101705
440;4106555;4106555
440;4114005;4114005
440;4122503;4122503
440;4107702;4107702
440;4102505;4102505
440;4104303;4104303
440;4110805;4110805
440;4107504;4107504
440;4118808;4118808
440;4107553;4107553
440;4127205;4127205
661;4123824;4123824
661;4127858;4127858
661;4104600;4104600
661;4103057;4103057
661;4119251;4119251
79;4116703;4116703
79;4110656;4110656
79;4108205;4108205
79;4109757;4109757
79;4113452;4113452
79;4103453;4103453
79;4109302;4109302
79;4124020;4124020
79;4104808;4104808
79;4104055;4104055
79;4105300;4105300
79;4112751;4112751
79;4105003;4105003
79;4106308;4106308
79;4103354;4103354
79;4115606;4115606
79;4110052;4110052
79;4107124;4107124
79;4128559;4128559
79;4101051;4101051
460;4119400;4119400
460;4127502;4127502
460;4104907;4104907
468;4112405;4112405
468;4125555;4125555
468;4105508;4105508
468;4110409;4110409
468;4118006;4118006
468;4109104;4109104
468;4124608;4124608
468;4122602;4122602
468;4113007;4113007
468;4126108;4126108
468;4126702;4126702
481;4117214;4117214
481;4126009;4126009
481;4124707;4124707
481;4106001;4106001
481;4113403;4113403
481;4117008;4117008
481;4116604;4116604
481;4123204;4123204
481;4124301;4124301
481;4106407;4106407
481;4123907;4123907
233;4106704;4106704
233;4110300;4110300
233;4128302;4128302
233;4118303;4118303
233;4124905;4124905
233;4118105;4118105
100;4125506;4125506
100;4128633;4128633
100;4104204;4104204
100;4104253;4104253
100;4100301;4100301
100;4127882;4127882
100;4122206;4122206
100;4100400;4100400
100;4105201;4105201
100;4104006;4104006
100;4101804;4101804
100;4127601;4127601
100;4113205;4113205
100;4105805;4105805
100;4107652;4107652
100;4100202;4100202
100;4121208;4121208
100;4120804;4120804
100;4114302;4114302
100;4119509;4119509
100;4111258;4111258
100;4119103;4119103
100;4119152;4119152
100;4106902;4106902
100;4103107;4103107
100;4122305;4122305
100;4106209;4106209
100;4102307;4102307
100;4104105;4104105
140;4108304;4108304
140;4124053;4124053
512;4107207;4107207
512;4117255;4117255
512;4119806;4119806
512;4128609;4128609
512;4123808;4123808
512;4119004;4119004
512;4125209;4125209
512;4107850;4107850
512;4106506;4106506
512;4124806;4124806
512;4106571;4106571
512;4126652;4126652
512;4108403;4108403
512;4122800;4122800
512;4103222;4103222
512;4102752;4102752
512;4121604;4121604
512;4123006;4123006
512;4111209;4111209
512;4103024;4103024
512;4114351;4114351
512;4116950;4116950
512;4107405;4107405
512;4120903;4120903
512;4121406;4121406
512;4126272;4126272
512;4101002;4101002
512;4115408;4115408
512;4105409;4105409
517;4116802;4116802
517;4108601;4108601
517;4112959;4112959
517;4100459;4100459
517;4112207;4112207
517;4103008;4103008
517;4121356;4121356
517;4103909;4103909
517;4116109;4116109
517;4128005;4128005
517;4120655;4120655
121;4115457;4115457
121;4117271;4117271
121;4128658;4128658
121;4122156;4122156
121;4108650;4108650
121;4121752;4121752
121;4117800;4117800
121;4117057;4117057
121;4119608;4119608
121;4109401;4109401
121;4127965;4127965
121;4120150;4120150
121;4114500;4114500
121;4113254;4113254
121;4110201;4110201
121;4113304;4113304
121;4123857;4123857
121;4103040;4103040
121;4103958;4103958
121;4104428;4104428
121;4104451;4104451
121;4115739;4115739
121;4107546;4107546
121;4108452;4108452
121;4120606;4120606
121;4119301;4119301
523;4109609;4109609
523;4101200;4101200
523;4116208;4116208
530;4109708;4109708
530;4127809;4127809
530;4111704;4111704
530;4107009;4107009
530;4107751;4107751
530;4106100;4106100
530;4126207;4126207
530;4119202;4119202
530;4109005;4109005
530;4112306;4112306
530;4128534;4128534
578;4108551;4108551
578;4117297;4117297
578;4113759;4113759
578;4115507;4115507
578;4106852;4106852
578;4122172;4122172
578;4113429;4113429
578;4101655;4101655
578;4125803;4125803
578;4125001;4125001
578;4107603;4107603
578;4111506;4111506
578;4103305;4103305
578;4112504;4112504
578;4122651;4122651
578;4108700;4108700
578;4113106;4113106
578;4115754;4115754
578;4101853;4101853
384;4101101;4101101
384;4121802;4121802
384;4111803;4111803
384;4102703;4102703
384;3554607;3554607
384;4124103;4124103
384;4103602;4103602
571;4127304;4127304
571;4113502;4113502
571;4107108;4107108
571;4119707;4119707
571;4108908;4108908
571;4120200;4120200
571;4123303;4123303
571;4125902;4125902
571;4123956;4123956
571;4100905;4100905
571;4121000;4121000
571;4123709;4123709
199;4111902;4111902
199;4101903;4101903
199;4113700;4113700
199;4103701;4103701
199;4120333;4120333
199;4116000;4116000
199;4126504;4126504
199;4120507;4120507
199;4128401;4128401
199;4126678;4126678
199;4112702;4112702
199;4108007;4108007
199;4102802;4102802
199;4126405;4126405
199;4109203;4109203
199;4113809;4113809
199;4105102;4105102
199;4121307;4121307
199;4120002;4120002
199;4100806;4100806
199;4109807;4109807
177;4114203;4114203
177;4112108;4112108
177;4103206;4103206
177;4103800;4103800
582;4117222;4117222
582;4123501;4123501
582;4118451;4118451
582;4115853;4115853
582;4114609;4114609
582;4120853;4120853
582;4107538;4107538
211;4111100;4111100
211;4101150;4101150
211;4123402;4123402
211;4107306;4107306
211;4102109;4102109
211;4120408;4120408
211;4107801;4107801
211;4115200;4115200
211;4114807;4114807
211;4102208;4102208
211;4125308;4125308
211;4107900;4107900
211;4116307;4116307
211;4108106;4108106
211;4111605;4111605
211;4116901;4116901
211;4117404;4117404
211;4110003;4110003
211;4126256;4126256
211;4117503;4117503
211;4113601;4113601
