utp_id;cd_mun;nm_mun
244;2501153;2501153
244;2510709;2510709
244;2505501;2505501
244;2504207;2504207
244;2513802;2513802
244;2510808;2510808
244;2513000;2513000
244;2508703;2508703
244;2503555;2503555
244;2517100;2517100
244;2514909;2514909
244;2505402;2505402
244;2516706;2516706
NOVA23;2516409;2516409
NOVA23;2512747;2512747
560;2508505;2508505
560;2507705;2507705
560;2516508;2516508
560;2506509;2506509
560;2501351;2501351
560;2513851;2513851
560;2514800;2514800
560;2516755;2516755
704;2517209;2517209
704;2510006;2510006
704;2513984;2513984
704;2516201;2516201
704;2513208;2513208
704;2514206;2514206
704;2500775;2500775
704;3170529;3170529
704;2509156;2509156
704;2508406;2508406
368;2600203;2600203
368;2208650;2208650
368;2612554;2612554
368;2605152;2605152
27;2201572;2201572
27;2205953;2205953
27;2210706;2210706
27;2601102;2601102
27;2204303;2204303
27;2609907;2609907
27;2607307;2607307
27;2615607;2615607
27;2612455;2612455
27;2207207;2207207
27;2204154;2204154
27;2200277;2200277
27;2202091;2202091
27;2602001;2602001
59;2603207;2603207
59;2615805;2615805
59;2603801;2603801
59;2616001;2616001
59;2601201;2601201
59;2600609;2600609
59;2610806;2610806
59;2602803;2602803
409;2919900;2919900
409;2605707;2605707
409;2927101;2927101
409;2907707;2907707
409;2607406;2607406
409;2601607;2601607
366;2603009;2603009
366;2900207;2900207
78;2610202;2610202
78;2611507;2611507
78;2605202;2605202
78;2616506;2616506
78;2613305;2613305
78;2612000;2612000
78;2602605;2602605
78;2601300;2601300
78;2606101;2606101
78;2609204;2609204
78;2616183;2616183
78;2604403;2604403
78;2603108;2603108
78;2612901;2612901
78;2614709;2614709
78;2600302;2600302
78;2616209;2616209
78;2612109;2612109
78;2604502;2604502
78;2605806;2605806
78;2608909;2608909
78;2600807;2600807
78;2610004;2610004
78;2604155;2604155
78;2611309;2611309
78;2601904;2601904
78;2615003;2615003
78;2613107;2613107
78;2600906;2600906
78;2604205;2604205
78;2612703;2612703
78;2611408;2611408
78;2614501;2614501
78;2608701;2608701
78;2612406;2612406
78;2601706;2601706
78;2604809;2604809
78;2614204;2614204
78;2603504;2603504
78;2602209;2602209
78;2604007;2604007
78;2607950;2607950
78;2612505;2612505
78;2604908;2604908
78;2613008;2613008
78;2608404;2608404
78;2602308;2602308
78;2604106;2604106
78;2611705;2611705
78;2605004;2605004
78;2615409;2615409
78;2606705;2606705
78;2605400;2605400
78;2600401;2600401
78;2601508;2601508
78;2608107;2608107
78;2610509;2610509
78;2611804;2611804
78;2616407;2616407
78;2606408;2606408
78;2608206;2608206
113;2602100;2602100
113;2606507;2606507
113;2610301;2610301
113;2608800;2608800
113;2603702;2603702
113;2602407;2602407
113;2610103;2610103
113;2613206;2613206
113;2608602;2608602
113;2606002;2606002
113;2608305;2608305
113;2601003;2601003
113;2603306;2603306
113;2600500;2600500
113;2615102;2615102
113;2612307;2612307
113;2604700;2604700
113;2608255;2608255
531;2607505;2607505
531;2609154;2609154
531;2607000;2607000
531;2606606;2606606
531;2701605;2701605
635;2608008;2608008
635;2610905;2610905
635;2611200;2611200
253;2930774;2930774
253;2918407;2918407
253;2608750;2608750
253;2611101;2611101
278;2611606;2611606
278;2607604;2607604
278;2607208;2607208
278;2600054;2600054
278;2606804;2606804
278;2613701;2613701
278;2609600;2609600
278;2610707;2610707
278;2607901;2607901
278;2601052;2601052
278;2609402;2609402
278;2602902;2602902
278;2607752;2607752
278;2603454;2603454
675;2615201;2615201
675;2307205;2307205
675;2302008;2302008
675;2606309;2606309
675;2310605;2310605
675;2311108;2311108
675;2604304;2604304
675;2308302;2308302
675;2616100;2616100
675;2300101;2300101
675;2605301;2605301
675;2614303;2614303
675;2610400;2610400
675;2308104;2308104
675;2612208;2612208
675;2614006;2614006
675;2302503;2302503
683;2612604;2612604
683;2609808;2609808
321;2611533;2611533
321;2603926;2603926
321;2603900;2603900
321;2615706;2615706
321;2609303;2609303
321;2613909;2613909
321;2500106;2500106
321;2508000;2508000
321;2600104;2600104
321;2514552;2514552
321;2605608;2605608
321;2612471;2612471
321;2509008;2509008
321;2601805;2601805
321;2510402;2510402
321;2613503;2613503
321;2516607;2516607
321;2511004;2511004
321;2605103;2605103
321;2512309;2512309
321;2603405;2603405
162;2607802;2607802
162;2606200;2606200
162;2602704;2602704
162;2607653;2607653
162;2616308;2616308
162;2609006;2609006
162;2615508;2615508
162;2605509;2605509
162;2609105;2609105
162;2610608;2610608
162;2613800;2613800
162;2600708;2600708
162;2615300;2615300
162;2609709;2609709
162;2603603;2603603
162;2608453;2608453
162;2608503;2608503
162;2604601;2604601
162;2609501;2609501
22;2709103;2709103
22;2704104;2704104
22;2703700;2703700
22;2704203;2704203
22;2704005;2704005
22;2708204;2708204
22;2702355;2702355
22;2701506;2701506
22;2702009;2702009
22;2705903;2705903
22;2709202;2709202
22;2702900;2702900
22;2708808;2708808
22;2700300;2700300
22;2700805;2700805
22;2702603;2702603
22;2709004;2709004
252;2708600;2708600
252;2701407;2701407
252;2709152;2709152
252;2703759;2703759
252;2702306;2702306
252;2707800;2707800
NOVA18;2700102;2700102
NOVA18;2705804;2705804
NOVA18;2702405;2702405
NOVA18;2707107;2707107
NOVA18;2705002;2705002
NOVA18;2703304;2703304
NOVA18;2706422;2706422
203;2700607;2700607
203;2705507;2705507
203;2706901;2706901
203;2704302;2704302
203;2700409;2700409
203;2705200;2705200
203;2702207;2702207
203;2707909;2707909
203;2700508;2700508
203;2707701;2707701
203;2706448;2706448
203;2704708;2704708
203;2708907;2708907
209;2611903;2611903
209;2704500;2704500
209;2613404;2613404
209;2601409;2601409
209;2703601;2703601
209;2708709;2708709
209;2614857;2614857
209;2706505;2706505
209;2707404;2707404
209;2605905;2605905
NOVA19;2702553;2702553
NOVA19;2706307;2706307
NOVA19;2703106;2703106
NOVA22;2700706;2700706
NOVA22;2708402;2708402
NOVA22;2705408;2705408
NOVA22;2706406;2706406
NOVA22;2703403;2703403
NOVA22;2700904;2700904
NOVA22;2706208;2706208
NOVA17;2703205;2703205
NOVA17;2706802;2706802
NOVA17;2706703;2706703
NOVA17;2702702;2702702
NOVA17;2707503;2707503
NOVA3;2707305;2707305
NOVA3;2703809;2703809
NOVA3;2703007;2703007
NOVA3;2705606;2705606
NOVA3;2703502;2703502
NOVA3;2705101;2705101
NOVA3;2702108;2702108
NOVA3;2708501;2708501
NOVA3;2701357;2701357
NOVA3;2703908;2703908
690;2707206;2707206
690;2706000;2706000
690;2702504;2702504
690;2701209;2701209
690;2708956;2708956
690;2701803;2701803
690;2705309;2705309
690;2704609;2704609
690;2708006;2708006
690;2706109;2706109
690;2705705;2705705
690;2704401;2704401
NOVA2;2701100;2701100
NOVA2;2708303;2708303
NOVA2;2708105;2708105
NOVA2;2702801;2702801
NOVA2;2709301;2709301
NOVA20;2701902;2701902
NOVA20;2707602;2707602
NOVA20;2701704;2701704
NOVA20;2707008;2707008
NOVA20;2709400;2709400
NOVA20;2704807;2704807
NOVA20;2706604;2706604
NOVA20;2704906;2704906
NOVA20;2701001;2701001
NOVA20;2700201;2700201
NOVA20;2701308;2701308
19;2800605;2800605
19;2804805;2804805
19;2806701;2806701
19;2800308;2800308
367;2806206;2806206
367;2805802;2805802
367;2800670;2800670
367;2907806;2907806
367;2803708;2803708
367;2805505;2805505
367;2930766;2930766
367;2806800;2806800
367;2910750;2910750
367;2923803;2923803
367;2805208;2805208
367;2800407;2800407
367;2803500;2803500
367;2800506;2800506
367;2801009;2801009
367;2807105;2807105
367;2911857;2911857
367;2802304;2802304
367;2803203;2803203
367;2805000;2805000
367;2806305;2806305
367;2805109;2805109
367;2802106;2802106
367;2901601;2901601
367;2923050;2923050
367;2900355;2900355
276;2802700;2802700
276;2804508;2804508
276;2804102;2804102
276;2801900;2801900
276;2801108;2801108
276;2807204;2807204
276;2802403;2802403
276;2800704;2800704
276;2807303;2807303
276;2802502;2802502
276;2806008;2806008
276;2803807;2803807
276;2805604;2805604
276;2806909;2806909
276;2806503;2806503
276;2807006;2807006
276;2802205;2802205
276;2804003;2804003
276;2805307;2805307
276;2806602;2806602
276;2804904;2804904
276;2803609;2803609
276;2800209;2800209
276;2801504;2801504
276;2804607;2804607
276;2805901;2805901
276;2803302;2803302
276;2802007;2802007
276;2801603;2801603
276;2802908;2802908
276;2806404;2806404
276;2804706;2804706
276;2804300;2804300
276;2803401;2803401
276;2801306;2801306
276;2806107;2806107
276;2803906;2803906
276;2802601;2802601
276;2804409;2804409
276;2805703;2805703
276;2804458;2804458
276;2803104;2803104
276;2801405;2801405
276;2800100;2800100
469;2909604;2909604
469;2907905;2907905
469;2926509;2926509
469;2916500;2916500
469;2922904;2922904
469;2807402;2807402
636;2900108;2900108
636;2904001;2904001
636;2924306;2924306
7;2908606;2908606
7;2924108;2924108
7;2910602;2910602
7;2913705;2913705
7;2901908;2901908
7;2907004;2907004
7;2931707;2931707
7;2900702;2900702
7;2801702;2801702
7;2927002;2927002
7;2917904;2917904
7;2900405;2900405
7;2902203;2902203
7;2910503;2910503
7;2929701;2929701
7;2807600;2807600
7;2802809;2802809
7;2923308;2923308
7;2915908;2915908
7;2902054;2902054
7;2907509;2907509
7;2900306;2900306
7;2803005;2803005
7;2923100;2923100
7;2931400;2931400
7;2807501;2807501
602;2921906;2921906
602;2915007;2915007
602;2901304;2901304
603;2919603;2919603
603;2922102;2922102
603;2902609;2902609
545;2917201;2917201
545;2912202;2912202
545;2931004;2931004
545;2902807;2902807
545;2908804;2908804
38;2901403;2901403
38;2928901;2928901
38;2902500;2902500
38;2909703;2909703
38;2909406;2909406
38;2903201;2903201
38;2907400;2907400
38;2933455;2933455
38;2926202;2926202
296;2909109;2909109
296;2930758;2930758
296;2929057;2929057
296;2917359;2917359
296;2928109;2928109
296;2930303;2930303
296;2906105;2906105
296;2904407;2904407
296;2928208;2928208
296;2909307;2909307
296;2930907;2930907
296;2903904;2903904
54;2916708;2916708
54;2911907;2911907
54;2922409;2922409
54;2916856;2916856
54;2914208;2914208
54;2927903;2927903
54;2924900;2924900
54;2922805;2922805
54;2909505;2909505
54;2932101;2932101
54;2918209;2918209
54;2921302;2921302
54;2904308;2904308
667;2910107;2910107
667;2918605;2918605
667;2904605;2904605
667;2926707;2926707
431;2926806;2926806
431;2905008;2905008
431;2919405;2919405
431;2921807;2921807
431;2908705;2908705
431;2912004;2912004
431;2920304;2920304
431;2911659;2911659
431;2924702;2924702
431;2917409;2917409
431;2925709;2925709
431;2909000;2909000
432;2904209;2904209
432;2905206;2905206
432;2931053;2931053
432;2918753;2918753
432;2926400;2926400
432;2913408;2913408
350;2922755;2922755
350;2902401;2902401
350;2920700;2920700
350;2917300;2917300
350;2911204;2911204
350;2913457;2913457
350;2933505;2933505
350;2932200;2932200
350;2916609;2916609
350;2932309;2932309
350;2911501;2911501
350;2931608;2931608
350;2924678;2924678
350;2905800;2905800
350;2922607;2922607
350;2905404;2905404
350;2915700;2915700
350;2903102;2903102
350;2912707;2912707
594;2917003;2917003
594;2921500;2921500
594;2922656;2922656
594;2906808;2906808
708;2906873;2906873
708;2920106;2920106
708;2929370;2929370
708;2924058;2924058
708;2928950;2928950
708;2925931;2925931
708;2924652;2924652
708;2933059;2933059
708;2911253;2911253
708;2906857;2906857
708;2922730;2922730
471;3126208;3126208
471;2910776;2910776
471;2908101;2908101
752;2928000;2928000
752;2925808;2925808
752;2919108;2919108
752;2933000;2933000
752;2908408;2908408
752;2930501;2930501
752;2903607;2903607
752;2903276;2903276
752;2913309;2913309
752;2926103;2926103
501;3122454;3122454
501;2910404;2910404
501;2926657;2926657
501;3140555;3140555
506;2910701;2910701
506;2925907;2925907
106;2910727;2910727
106;2918456;2918456
106;2911808;2911808
106;2915304;2915304
106;2916302;2916302
106;2914653;2914653
106;3157104;3157104
107;2914505;2914505
107;2929305;2929305
107;2931103;2931103
107;2901106;2901106
107;2913804;2913804
107;2930402;2930402
107;2908903;2908903
107;2901700;2901700
107;2906402;2906402
107;2908200;2908200
107;2926301;2926301
107;2901502;2901502
107;2910800;2910800
107;2908507;2908507
107;2927507;2927507
107;2928307;2928307
520;3139250;3139250
520;2924504;2924504
520;2921054;2921054
520;2906600;2906600
520;2911709;2911709
520;3124302;3124302
520;2923407;2923407
520;2932606;2932606
520;2930006;2930006
533;2914109;2914109
533;2923704;2923704
533;2904506;2904506
533;2922250;2922250
533;2913200;2913200
533;2921609;2921609
126;2932507;2932507
126;2913606;2913606
126;2914901;2914901
126;2932705;2932705
726;2905305;2905305
726;2922052;2922052
726;2930808;2930808
726;2914406;2914406
538;2932408;2932408
538;2912400;2912400
538;2919157;2919157
538;2918357;2918357
538;2925600;2925600
538;2907608;2907608
538;2903235;2903235
538;2914604;2914604
538;2906204;2906204
538;2903003;2903003
538;2913101;2913101
539;2927200;2927200
539;2903805;2903805
539;2914000;2914000
539;2922854;2922854
539;2914703;2914703
539;2920809;2920809
539;2912608;2912608
159;2900900;2900900
159;2929354;2929354
159;2928059;2928059
159;2915403;2915403
159;2915502;2915502
159;2912103;2912103
159;2914802;2914802
159;2902252;2902252
159;2912301;2912301
159;2911006;2911006
159;2904704;2904704
159;2905602;2905602
159;2903300;2903300
159;2908002;2908002
159;2927804;2927804
159;2923902;2923902
159;2910909;2910909
159;2920908;2920908
159;2918555;2918555
159;2916203;2916203
542;2916807;2916807
542;2904803;2904803
542;2919702;2919702
542;2917102;2917102
542;2925402;2925402
542;2916401;2916401
542;2920007;2920007
548;2921401;2921401
548;2905503;2905503
548;2930600;2930600
548;2932457;2932457
548;2929800;2929800
548;2921203;2921203
548;2924801;2924801
548;2905107;2905107
548;2923357;2923357
548;2931301;2931301
548;2933109;2933109
548;2917508;2917508
181;2919058;2919058
181;2918001;2918001
181;2900603;2900603
181;2901957;2901957
181;2918308;2918308
181;2916906;2916906
181;2915205;2915205
181;2920403;2920403
181;2917607;2917607
181;2918704;2918704
181;2912905;2912905
181;2915106;2915106
181;2913903;2913903
181;2910008;2910008
627;2926905;2926905
627;2923605;2923605
627;2900504;2900504
627;2919504;2919504
627;2907558;2907558
455;2917334;2917334
455;2907103;2907103
455;2920205;2920205
455;2930154;2930154
424;2904753;2904753
424;2205524;2205524
424;2920452;2920452
424;2201101;2201101
581;2920502;2920502
581;2914307;2914307
599;2901155;2901155
599;2921708;2921708
599;2933158;2933158
453;2906907;2906907
453;2922003;2922003
453;2923001;2923001
415;2923209;2923209
415;2912509;2912509
415;2904100;2904100
246;2911402;2911402
246;2805406;2805406
246;2804201;2804201
246;2924207;2924207
246;2801207;2801207
246;2608057;2608057
246;2924009;2924009
246;2927606;2927606
246;2918100;2918100
246;2909208;2909208
246;2614808;2614808
246;2611002;2611002
664;2926004;2926004
664;2905909;2905909
664;2924405;2924405
268;2903409;2903409
268;2925303;2925303
268;2927705;2927705
739;2931905;2931905
739;2902104;2902104
739;2926608;2926608
739;2931509;2931509
739;2902658;2902658
291;2919926;2919926
291;2906501;2906501
291;2930709;2930709
291;2925204;2925204
291;2921005;2921005
291;2919207;2919207
291;2905701;2905701
291;2929503;2929503
291;2927408;2927408
291;2929206;2929206
291;2910057;2910057
57;2928802;2928802
57;2920601;2920601
57;2929008;2929008
57;2904852;2904852
57;2928604;2928604
57;2904902;2904902
57;2922300;2922300
57;2929750;2929750
57;2911600;2911600
93;2907301;2907301
93;2902302;2902302
93;2901007;2901007
93;2928505;2928505
93;2908309;2908309
93;2931202;2931202
93;2922508;2922508
93;2929107;2929107
93;2917805;2917805
93;2922201;2922201
93;2929602;2929602
93;2403400;2403400
93;2505006;2505006
93;2511103;2511103
93;2910206;2910206
93;2932903;2932903
93;2929404;2929404
93;2925956;2925956
93;2910305;2910305
93;2516102;2516102
93;2918803;2918803
93;2510501;2510501
93;2928703;2928703
93;2933174;2933174
93;2909802;2909802
93;2515401;2515401
93;2925758;2925758
699;2918506;2918506
699;2929255;2929255
623;2929909;2929909
623;2923506;2923506
623;2913002;2913002
623;2923035;2923035
549;2906006;2906006
549;2925253;2925253
549;2901809;2901809
549;2924603;2924603
549;2917706;2917706
549;2910859;2910859
549;2930105;2930105
549;2901353;2901353
334;2921104;2921104
334;2925501;2925501
334;2916005;2916005
334;2915601;2915601
334;2931350;2931350
334;2900801;2900801
334;2933257;2933257
449;2932002;2932002
449;2906824;2906824
749;2904050;2904050
749;2932804;2932804
749;2933406;2933406
749;2919009;2919009
360;2927309;2927309
360;2916104;2916104
360;2933208;2933208
362;2906899;2906899
362;2921450;2921450
362;2915809;2915809
362;2919959;2919959
362;2903706;2903706
362;2901205;2901205
362;2931806;2931806
362;2913507;2913507
362;2903508;2903508
362;2905156;2905156
362;2933307;2933307
362;2925006;2925006
362;2902005;2902005
362;2925105;2925105
362;2902906;2902906
362;2906709;2906709
362;2903953;2903953
362;2922706;2922706
764;2933604;2933604
764;2915353;2915353
764;2911303;2911303
260;3100203;3100203
260;3145802;3145802
260;3151404;3151404
260;3146909;3146909
260;3117603;3117603
260;3107000;3107000
260;3139706;3139706
260;3115607;3115607
260;3143500;3143500
260;3146404;3146404
260;3140506;3140506
260;3153707;3153707
260;3149606;3149606
373;3160306;3160306
373;3105202;3105202
373;3158102;3158102
373;3146750;3146750
373;3156601;3156601
373;3101706;3101706
373;3134707;3134707
373;3136504;3136504
389;3106507;3106507
389;3119500;3119500
389;3103405;3103405
389;3134004;3134004
389;3135456;3135456
389;3171600;3171600
389;3126505;3126505
21;3156403;3156403
21;3143104;3143104
21;3119302;3119302
21;3115003;3115003
21;3124807;3124807
21;3127909;3127909
21;3131604;3131604
21;3103504;3103504
29;3168101;3168101
29;3149200;3149200
29;3153004;3153004
29;3149804;3149804
29;3104007;3104007
29;3129509;3129509
29;3166808;3166808
29;3157708;3157708
29;3111507;3111507
401;3168200;3168200
401;3105103;3105103
401;3104205;3104205
401;3141306;3141306
401;3130309;3130309
35;3103306;3103306
35;3102902;3102902
35;3159407;3159407
35;3101631;3101631
35;3154408;3154408
35;3102100;3102100
35;3166204;3166204
35;3129400;3129400
35;3106804;3106804
35;3113206;3113206
35;3123007;3123007
35;3116308;3116308
35;3105608;3105608
35;3157302;3157302
35;3146602;3146602
35;3158706;3158706
35;3121506;3121506
35;3105905;3105905
35;3145703;3145703
42;3157807;3157807
42;3149309;3149309
42;3137601;3137601
42;3168309;3168309
42;3154804;3154804
42;3106200;3106200
42;3144805;3144805
42;3117876;3117876
42;3110004;3110004
42;3130101;3130101
42;3109006;3109006
42;3140159;3140159
42;3126000;3126000
42;3154606;3154606
42;3165537;3165537
42;3171204;3171204
42;3136603;3136603
42;3140704;3140704
42;3136652;3136652
42;3118601;3118601
42;3153905;3153905
42;3131901;3131901
42;3124104;3124104
42;3134608;3134608
42;3106705;3106705
42;3105400;3105400
42;3129806;3129806
42;3142304;3142304
42;3156700;3156700
42;3157203;3157203
42;3161908;3161908
42;3107703;3107703
42;3106408;3106408
42;3162955;3162955
42;3162922;3162922
227;3138807;3138807
227;3123205;3123205
227;3142403;3142403
227;3135308;3135308
227;3107406;3107406
227;3137205;3137205
227;3124708;3124708
227;3145208;3145208
227;3138302;3138302
227;3119807;3119807
413;3170479;3170479
413;3154457;3154457
413;3108552;3108552
413;3122470;3122470
413;3157609;3157609
413;3144375;3144375
413;3108206;3108206
417;3142007;3142007
417;3152131;3152131
417;3138682;3138682
417;3108602;3108602
417;3147956;3147956
417;3111150;3111150
417;3135357;3135357
417;3170008;3170008
417;3162658;3162658
417;3162401;3162401
783;3109303;3109303
783;5222203;5222203
783;3104502;3104502
783;5204003;5204003
63;3124500;3124500
63;3119906;3119906
63;3110608;3110608
63;3127404;3127404
63;3165578;3165578
63;3133600;3133600
63;3107901;3107901
63;3502200;3502200
63;3110509;3110509
63;3165404;3165404
63;3509452;3509452
63;3118502;3118502
450;3102852;3102852
450;3132503;3132503
450;3104452;3104452
450;3100609;3100609
450;3165552;3165552
450;3116100;3116100
450;3113503;3113503
450;3169703;3169703
450;3171071;3171071
450;3141801;3141801
450;3112307;3112307
450;3136520;3136520
450;3138351;3138351
207;3113305;3113305
207;3159357;3159357
207;3112901;3112901
207;3113404;3113404
207;3102050;3102050
207;3145877;3145877
207;3100302;3100302
207;3153509;3153509
207;3112109;3112109
207;3139409;3139409
207;3140902;3140902
207;3124203;3124203
207;3138674;3138674
207;3167608;3167608
207;3166303;3166303
207;3131208;3131208
207;3158904;3158904
207;3110103;3110103
207;3148756;3148756
207;3203007;3203007
207;3123528;3123528
207;3162559;3162559
207;3202652;3202652
207;3125309;3125309
207;3116001;3116001
207;3157906;3157906
207;3117405;3117405
207;3163607;3163607
207;3144003;3144003
207;3137700;3137700
207;3202454;3202454
207;3140530;3140530
207;3122009;3122009
207;3139508;3139508
207;3154150;3154150
207;3171154;3171154
207;3157252;3157252
438;3111309;3111309
438;3114402;3114402
438;3130507;3130507
438;3128105;3128105
83;3117702;3117702
83;3120805;3120805
83;3115508;3115508
83;3165305;3165305
83;3141900;3141900
83;3104908;3104908
479;3118106;3118106
479;3122603;3122603
479;3117504;3117504
479;3159001;3159001
479;3158508;3158508
479;3143708;3143708
101;3125705;3125705
101;3109204;3109204
101;3120904;3120904
101;3127602;3127602
101;3131109;3131109
101;3153202;3153202
101;3142502;3142502
101;3119104;3119104
101;3121001;3121001
101;3136405;3136405
101;3104809;3104809
101;3143609;3143609
101;3160603;3160603
101;3152006;3152006
102;3160405;3160405
102;3148905;3148905
102;3103900;3103900
102;3145604;3145604
102;3114501;3114501
102;3164605;3164605
102;3133501;3133501
102;3126109;3126109
102;3114204;3114204
102;3161205;3161205
102;3149705;3149705
102;3122306;3122306
102;3130200;3130200
102;3110400;3110400
102;3161809;3161809
102;3147709;3147709
102;3114006;3114006
102;3116605;3116605
261;3151602;3151602
261;3512100;3512100
261;3150703;3150703
261;3127107;3127107
261;3116902;3116902
261;3133402;3133402
118;3161601;3161601
118;3161650;3161650
118;3130903;3130903
118;3169505;3169505
118;3133204;3133204
118;3125804;3125804
118;3135076;3135076
118;3164472;3164472
118;3160959;3160959
118;3123700;3123700
118;3119203;3119203
118;3112653;3112653
118;3115706;3115706
118;3150158;3150158
118;3171501;3171501
118;3140100;3140100
118;3127305;3127305
118;3126901;3126901
118;3141504;3141504
118;3144201;3144201
118;3162575;3162575
118;3163003;3163003
118;3131802;3131802
118;3130556;3130556
118;3170057;3170057
118;3168408;3168408
118;3161056;3161056
118;3127701;3127701
118;3118403;3118403
118;3102209;3102209
118;3101805;3101805
118;3122108;3122108
118;3165503;3165503
521;3112059;3112059
521;3127503;3127503
521;3128006;3128006
521;3157500;3157500
521;3148608;3148608
521;3162807;3162807
521;3156809;3156809
521;3148400;3148400
521;3122207;3122207
521;3166105;3166105
521;3171808;3171808
521;3140605;3140605
157;3107802;3107802
157;3119401;3119401
157;3163409;3163409
157;3109253;3109253
157;3140308;3140308
157;3108800;3108800
157;3129301;3129301
157;3141702;3141702
157;3135001;3135001
157;3131158;3131158
157;3106309;3106309
157;3149952;3149952
157;3158953;3158953
157;3123858;3123858
157;3122504;3122504
157;3136108;3136108
157;3168705;3168705
157;3121803;3121803
157;3162609;3162609
157;3144359;3144359
157;3170578;3170578
157;3103009;3103009
157;3150539;3150539
157;3100500;3100500
157;3131307;3131307
157;3167707;3167707
157;3120003;3120003
158;3147501;3147501
158;3123106;3123106
158;3164803;3164803
158;3132800;3132800
158;3158003;3158003
158;3113800;3113800
158;3160504;3160504
158;3125903;3125903
158;3131703;3131703
161;3117207;3117207
161;3172202;3172202
161;3132404;3132404
161;3150901;3150901
161;3108909;3108909
161;3121100;3121100
161;3163201;3163201
161;3139904;3139904
161;3149101;3149101
161;3151008;3151008
271;3171709;3171709
271;3140407;3140407
271;3101300;3101300
271;3133006;3133006
271;3152600;3152600
271;3164902;3164902
271;3133105;3133105
546;3131406;3131406
546;3134202;3134202
546;3112604;3112604
546;3142809;3142809
546;3111101;3111101
176;3142908;3142908
176;3170909;3170909
176;3145059;3145059
176;3135050;3135050
176;3154507;3154507
176;3127339;3127339
176;3166956;3166956
176;3152204;3152204
176;3140852;3140852
176;3171030;3171030
176;3135100;3135100
176;3141009;3141009
176;3146552;3146552
176;3115474;3115474
552;3129657;3129657
552;3117836;3117836
552;3138658;3138658
552;3149150;3149150
552;3142254;3142254
552;3132107;3132107
552;3162450;3162450
552;3135209;3135209
552;3108255;3108255
556;3135803;3135803
556;3136009;3136009
556;3125606;3125606
556;3133303;3133303
556;3155108;3155108
184;3136207;3136207
184;3144706;3144706
184;3106002;3106002
184;3155702;3155702
184;3161007;3161007
184;3115359;3115359
184;3102308;3102308
558;3137536;3137536
558;3136306;3136306
189;3115904;3115904
189;3106101;3106101
189;3149408;3149408
189;3167509;3167509
189;3119609;3119609
189;3125002;3125002
189;3150109;3150109
189;3127388;3127388
189;3160702;3160702
189;3136702;3136702
189;3140803;3140803
189;3155405;3155405
195;3114600;3114600
195;3112000;3112000
195;3154705;3154705
195;3134509;3134509
195;3108008;3108008
195;3130002;3130002
195;3158805;3158805
195;3100807;3100807
195;3159902;3159902
195;3149903;3149903
195;3134301;3134301
195;3130804;3130804
195;3138708;3138708
195;3111200;3111200
195;3120201;3120201
195;3138203;3138203
195;3130408;3130408
195;3111903;3111903
195;3144607;3144607
8;3305703;3305703
8;3101508;3101508
8;3305406;3305406
8;3138401;3138401
8;3301207;3301207
8;3160009;3160009
8;3124609;3124609
8;3172103;3172103
322;3102803;3102803
322;3167004;3167004
322;3107505;3107505
322;3138609;3138609
322;3145406;3145406
322;3138500;3138500
322;3101201;3101201
322;3114808;3114808
322;3103603;3103603
322;3166402;3166402
213;3141108;3141108
213;3112505;3112505
591;3139300;3139300
591;3142700;3142700
591;3136959;3136959
218;3116506;3116506
218;3136801;3136801
218;3108503;3108503
218;3118809;3118809
218;3123809;3123809
218;3127354;3127354
218;3112703;3112703
218;3107307;3107307
218;3126604;3126604
218;3145455;3145455
218;3162252;3162252
218;3126703;3126703
218;3132008;3132008
218;3128253;3128253
218;3143302;3143302
221;3156452;3156452
221;3306156;3306156
221;3303104;3303104
221;3138005;3138005
221;3142106;3142106
221;3304102;3304102
221;3171402;3171402
221;1705102;1705102
221;3161403;3161403
221;3105509;3105509
221;1718907;1718907
221;3124906;3124906
221;3302304;3302304
221;3143906;3143906
221;3169208;3169208
221;3142205;3142205
221;3158409;3158409
221;3149002;3149002
221;3148202;3148202
221;3154101;3154101
221;3125952;3125952
769;2918902;2918902
769;3113701;3113701
769;2912806;2912806
769;3144300;3144300
769;3166709;3166709
94;3150406;3150406
94;3155207;3155207
94;3121407;3121407
94;3140001;3140001
94;3160900;3160900
94;3145901;3145901
94;3113107;3113107
94;3159100;3159100
94;3118007;3118007
94;3133907;3133907
94;3146107;3146107
94;3120409;3120409
94;3153806;3153806
94;3137908;3137908
94;3166006;3166006
94;3135407;3135407
94;3120607;3120607
94;3118304;3118304
94;3112208;3112208
94;3150604;3150604
94;3114907;3114907
94;3115409;3115409
94;3123908;3123908
76;3152170;3152170
76;3146305;3146305
76;3143153;3143153
76;3145307;3145307
76;3132305;3132305
76;3113008;3113008
76;3115458;3115458
625;3128600;3128600
625;3147006;3147006
169;3163102;3163102
169;3133709;3133709
169;3133808;3133808
169;3132206;3132206
169;3147105;3147105
169;3155306;3155306
169;3108107;3108107
236;3109907;3109907
236;3147402;3147402
236;3118908;3118908
236;3103207;3103207
236;3135704;3135704
241;3112802;3112802
241;3164704;3164704
241;3115102;3115102
241;3162203;3162203
241;3133758;3133758
241;3126307;3126307
241;3107604;3107604
241;3121209;3121209
241;3134806;3134806
241;3147907;3147907
241;3101904;3101904
241;3132909;3132909
241;3152907;3152907
241;3162948;3162948
243;3153400;3153400
243;3137502;3137502
243;3148004;3148004
243;3148103;3148103
243;3128907;3128907
243;3120706;3120706
