Municipio_ID,Municipio_Nome,UTP_Origem,UTP_Destino,Motivo,Pontuacao_Scores,E_Sede_Original,Timestamp
4315107,Porto Xavier,687,299,0/0: REGIC Priority (Centro Sub-Regional A > Centro Local),0/0,True,2026-01-26T14:46:16.093099
4315008,Porto Lucena,687,299,0/0: REGIC Priority (Centro Sub-Regional A > Centro Local),0/0,False,2026-01-26T14:46:16.095521
4319604,São Sepé,497,497,0/2: Target has Airport,0/2,True,2026-01-26T14:46:16.250552
5005400,Maracaju,148,148,0/2: Target has Airport,0/2,True,2026-01-26T14:46:16.960255
5005681,Mundo Novo,624,624,0/1: Target has Airport,0/1,True,2026-01-26T14:46:16.971089
5103007,Chapada dos Guimarães,98,98,0/2: Target has Airport,0/2,True,2026-01-26T14:46:17.129358
5200803,Alvorada do Norte,654,654,0/0: REGIC Priority (Centro de Zona A > Centro de Zona B),0/0,True,2026-01-26T14:46:17.287179
5205471,Chapadão do Céu,466,466,0/0: REGIC Priority (Centro de Zona B > Centro Local),0/0,True,2026-01-26T14:46:17.560076
5210109,Ipameri,642,642,0/0: REGIC Priority (Centro de Zona A > Centro Local),0/0,True,2026-01-26T14:46:17.963395
5213087,Minaçu,648,648,0/0: REGIC Priority (Centro de Zona A > Centro de Zona B),0/0,True,2026-01-26T14:46:18.114735
5219308,Santa Helena de Goiás,287,287,0/2: Target has Airport,0/2,True,2026-01-26T14:46:18.173406
4317202,Santa Rosa,299,299,0/2: Target has Airport,0/2,True,2026-01-26T14:46:18.185430
1100189,Pimenta Bueno,759,759,0/1: Target has Airport,0/1,True,2026-01-26T14:46:37.297555
1502707,Conceição do Araguaia,662,662,0/0: REGIC Priority (Centro Sub-Regional A > Centro de Zona A),0/0,True,2026-01-26T14:46:37.313132
1600709,Tartarugalzinho,202,202,0/2: Target has Airport,0/2,True,2026-01-26T14:46:37.358421
1720903,Taguatinga,38,38,0/0: REGIC Priority (Centro Sub-Regional B > Centro Local),0/0,True,2026-01-26T14:46:37.803933
2100055,Açailândia,128,128,0/2: Target has Airport,0/2,True,2026-01-26T14:46:38.108137
2103000,Caxias,336,336,0/2: Target has Airport,0/2,True,2026-01-26T14:46:38.165684
2112506,Tutóia,407,407,0/1: Target has Airport,0/1,True,2026-01-26T14:46:38.227682
2200251,Alagoinha do Piauí,255,255,0/0: REGIC Priority (Centro Sub-Regional A > Centro Local),0/0,True,2026-01-26T14:46:38.232622
