mun_origem,mun_destino,viagens
1100015,1100205,60.1359188125
1100015,3106200,127.956234223883
1100015,3117876,231.309688195057
1100015,3509502,225.593485722609
1100015,3518800,81.4441015253201
1100015,3550308,55.7146311903727
1100015,5101407,63.1082428957155
1100015,5103403,227.994365944556
1100015,5108402,557.733232941282
1100015,5300108,462.704505021531
1100023,1100049,92.368771296
1100023,1100114,1844.488901817
1100023,1100122,589.813091713
1100023,1100130,501.293019221
1100023,1100155,512.839115633
1100023,1100189,73.125277276
1100023,1100205,2481.9296412295
1100023,1100254,80.3415875335
1100023,1100452,329.5448350925
1100023,1101005,140.477506346
1100023,1200401,94.0202017362132
1100023,1301704,111.821841110524
1100023,1302603,4093.09187571424
1100023,1501402,85.1524610385
1100023,1505536,127.007060532
1100023,1709500,55.3250453075
1100023,2304400,431.054266048
1100023,2408102,204.943211313
1100023,2504009,152.5046901085
1100023,2607208,55.806132658
1100023,2611606,102.952693007
1100023,2704302,129.4124972845
1100023,2707701,85.1524610385
1100023,2927408,264.598042775
1100023,3105608,375.607811898383
1100023,3106200,778.668293179251
1100023,3106903,55.8360500338268
1100023,3115805,54.1478934657549
1100023,3117876,1081.065195844
1100023,3125101,54.1478934657549
1100023,3133105,56.709005979469
1100023,3137601,418.189508972849
1100023,3141108,106.20334310095
1100023,3149903,165.473461594133
1100023,3152204,493.030819451347
1100023,3154606,97.4226544187707
1100023,3156908,124.759813154832
1100023,3167202,89.8614536215082
1100023,3170107,80.5543409329613
1100023,3171204,96.5496984731285
1100023,3205002,72.163102575
1100023,3205200,89.0011598425
1100023,3205309,115.9420514705
1100023,3304557,227.073229436
1100023,3509502,1753.11790034014
1100023,3518800,853.868586708114
1100023,3519071,81.3971289045914
1100023,3520509,64.2729848520567
1100023,3525904,61.8644799903103
1100023,3543402,180.106292344632
1100023,3547809,59.9703217108503
1100023,3550308,1251.46994834606
1100023,3552403,60.220058272827
1100023,3556701,402.197015597277
1100023,4106902,290.0956723515
1100023,4108304,96.6985574505
